annee;numCommune;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbCinemasAE;RME;indiceFrequentation;populationCommune
1960;92012;;7;6261;;;1087731;222926,9602;;;0,204946775;10,19993248;21754
1961;92012;;7;6261;;;960377;209348,7835;;;0,217986045;9,005701372;8007
1962;92012;;7;6345;;;911044;221338,5938;;;0,242950498;8,543093182;276
1963;92012;;7;6345;;;868678;233260,8692;;;0,268523975;8,145816337;36694
1964;92012;;7;6327;;;811563;272664,9765;;;0,33597512;7,610234338;36694
1965;92012;;7;6197;;;754885;260335,9671;;;0,34486838;7,078750199;20796
1966;92012;;7;6197;;;733255;254299,4434;;;0,346809014;6,726616395;168533
1967;92012;;7;6197;;;676787;266234,2196;;;0,39337963;6,208599369;42428
1968;92012;;7;6197;;;635110;275484,5211;;;0,433758752;5,826269632;42428
1969;92012;;7;5824;;;522735;254830,8807;;;0,487495348;4,79538199;36694
1970;92012;;6;4954;;;448592;241576,8107;;;0,538522334;4,115220901;59408
1971;92012;;6;4954;;;424343;262246,0009;;;0,618004777;4,09684489;185654
1972;92012;;5;4390;;;400944;272456,1214;;;0,679536597;3,870937844;142340
1973;92012;;5;4390;;;310807;242075,9288;;;0,778862538;3,000704783;142340
1974;92012;;4;2910;;;257324;243966,9064;;;0,948092313;2,484349958;234994
1975;92012;;3;2410;;;163269;164754,5495;;;1,009098785;1,576290332;59333
1976;92012;;3;2410;;;102585;118469,1984;;;1,154839386;0,990413022;59333
1977;92012;;1;700;;;75937;106048,4148;;;1,39653153;0,733138311;59333
1978;92012;;1;700;;;72357;110264,0874;;;1,523889706;0,705357665;183216
1979;92012;;1;700;;;76506;128470,0064;;;1,679214786;0,745803357;168533
1980;92012;;1;700;;;109405;214825,0571;;;1,963576227;1,066512644;185654
1981;92012;;8;2176;;;378938;903240,6088;;;2,383610535;3,694000897;23278
1982;92012;;7;1476;;;494583;1370503,707;;;2,771028739;4,821342926;5527
1983;92012;;7;1476;;;518361;1547699,316;;;2,98575571;5,053137977;1458
1984;92012;;7;1476;;;520658;1629597,977;;;3,129881759;5,07552982;9853
1985;92012;;7;1476;;;468461;1577988,954;;;3,368453198;4,566697861;29822
1986;92012;;7;1476;;;433445;1755038,699;;;4,049045898;4,260194805;9212
1987;92012;;8;1843;;;348786;1471271,535;;;4,218264307;3,428108076;68462
1988;92012;;8;1843;;;306746;1365015,655;;;4,449986813;3,014910117;68462
1989;92012;;;;;;;;;;;;9931
1990;92012;;;;;;;;;;;;382
1991;92012;;;;;;;;;;;;1848
1992;92012;;;;;;;;;;;;6743
1993;92012;;;;;;;;;;;;10657
1994;92012;;;;;;;;;;;;8141
1995;92012;;;;;;;;;;;;151520
1996;92012;;;;;;;;;;;;151520
1997;92012;;;;;;;;;;;;728
1998;92012;2;2;521;;88;4086;21056,25826;29,23164974;;5,153269276;0,03841417;11846
1999;92012;1;1;154;;1291;56766;315529,3716;28,55231523;;5,558421795;0,533680559;21516
2000;92012;1;1;154;;1362;64596;340789,4115;30,79695635;;5,275704556;0,607293616;2307
2001;92012;2;8;1646;;7071;228044;1480778,665;15,86446017;;6,493390159;2,143935619;4954
2002;92012;2;8;1646;;12836;539528;3664857,18;20,1989843;;6,792709887;5,072325063;25066
2003;92012;2;8;1646;;13321;594481;4122326,69;21,55552075;1;6,934328751;5,25693947;2206
2004;92012;2;8;1646;;13038;703557;4875665,1;26,00422317;1;6,930021448;6,221488261;45410
2005;92012;2;8;1646;;12605;670986;4693827,57;25,71515294;1;6,995418042;5,933465977;10012
2006;92012;2;8;1646;;13117;731353;5228967,13;26,79854764;1;7,149717209;6,244155866;25875
2007;92012;2;8;1646;;12825;651552;4641793,36;24,30563794;1;7,124210132;5,578642738;201
2008;92012;2;8;1646;;13319;700548;5048795,8;25,27586874;1;7,206923437;5,940321035;92130
2009;92012;2;8;1646;;12968;746528;5644723,63;27,87024786;1;7,561301961;6,330210038;7571
2010;92012;2;8;1646;;13988;742312;5789308;25,64801391;1;7,799022513;6,29446032;18203
2011;92012;2;8;1646;;14899;735539;5705540,13;23,75534871;1;7,756951202;6,237028432;7105
2012;92012;2;8;1646;;14636;716734;5719959,83;23,73578264;1;7,980589493;6,077570783;4978
2013;92012;2;8;1646;;13685;697930;5643427,2;24,85903195;1;8,085950167;5,918121613;44355
2014;92012;2;8;1646;;13840;669485;5227459,2;23,62524962;1;7,80817972;5,676921251;49207
2015;92012;2;8;1646;;14890;632232;5021019,2;20,69402316;1;7,941735312;5,361033147;3726
2016;92012;2;8;1646;;14202;588081;4709578,98;20,02251201;1;8,008384865;4,986653212;2083
2017;92012;2;8;1646;;15506;622130;5129972,18;19,47677895;1;8,245820295;5,275372888;11809
2018;92012;2;8;1646;;15967;601848;4905344,94;18,38675086;1;8,150471448;5,103390966;3685
2019;92012;2;8;1646;;15852;654988;5503760,09;20,16555764;1;8,402841105;5,553993437;116676
2020;92012;2;8;1646;;7115;203464;1638658,95;13,98908727;1;8,053802884;1,725280037;3049
1960;18033;;6;4143;;;541146;140750,2321;;;0,260096595;8,925089062;10879
1961;18033;;6;4143;;;473455;125017,7984;;;0,264054236;7,808665391;9638
1962;18033;;6;4143;;;432046;146158,0561;;;0,338292812;7,125709196;15425
1963;18033;;6;4143;;;404987;146768,6144;;;0,362403273;6,679426705;4813
1964;18033;;6;4143;;;392033;143299,4846;;;0,365529138;6,465777147;3308
1965;18033;;6;4143;;;387855;145983,1971;;;0,376386013;6,39686964;16903
1966;18033;;6;4143;;;382303;153349,5336;;;0,401120403;5,398692349;1593
1967;18033;;6;4133;;;385718;176599,9905;;;0,457847418;5,446917276;117931
1968;18033;;7;4937;;;373569;174206,541;;;0,466330292;5,275355156;5554
1969;18033;;7;4937;;;331087;182875,4019;;;0,552348482;4,675445533;66071
1970;18033;;7;4937;;;368692;215328,7487;;;0,584034231;5,206484593;16239
1971;18033;;7;4550;;;348533;225882,7941;;;0,648095859;4,508835705;4908
1972;18033;;8;4932;;;365481;270232,0426;;;0,73938739;4,728085382;2222
1973;18033;;10;5114;;;331967;289594,7448;;;0,872360038;4,294527814;139163
1974;18033;;10;5032;;;360683;378874,8348;;;1,050437184;4,666015524;16635
1975;18033;;10;5032;;;400478;515953,1799;;;1,288343379;5,180827943;22119
1976;18033;;10;4995;;;384976;563740,4586;;;1,464352216;4,980284605;1999
1977;18033;;10;4995;;;338885;539858,1005;;;1,593042184;4,384023286;30433
1978;18033;;9;4622;;;353406;616168,8952;;;1,74351566;4,623796316;106260
1979;18033;;9;4622;;;362240;688034,8864;;;1,899389594;4,739376178;42292
1980;18033;;13;4685;;;334358;712592,2888;;;2,131225479;4,374581327;3974
1981;18033;;12;3885;;;516109;1351981,304;;;2,619565448;6,75252512;5417
1982;18033;;12;3885;;;579143;1612322,454;;;2,78397987;7,577232049;74285
1983;18033;;12;3885;;;575251;1785606,831;;;3,1040482;7,526310969;1268
1984;18033;;12;3885;;;521033;1687089,703;;;3,23797092;6,816948399;12833
1985;18033;;12;3885;;;466923;1566729,526;;;3,355434465;6,108998849;4141
1986;18033;;11;3385;;;432765;1695547,193;;;3,917939743;5,723723366;7139
1987;18033;;10;2985;;;323595;1325050,529;;;4,094780603;4,279847637;1661
1988;18033;;10;2682;;;293824;1225989,338;;;4,172529602;3,886098216;4865
1989;18033;;10;2875;;;286962;1251166,342;;;4,360041893;3,795341824;4918
1990;18033;;10;2875;;;292051;1333460,494;;;4,565848066;3,862648626;7705
1991;18033;;10;2875;;;257270;1269177,278;;;4,933250198;3,402637252;16573
1992;18033;3;10;2875;;8508;220029;1153466,767;12,32377918;;5,242339723;2,910090069;2437
1993;18033;3;10;2875;;10142;285603;1492599,362;13,27525933;;5,226133348;3,777367774;59697
1994;18033;3;10;2875;;10154;258029;1323303,814;11,94445435;;5,128508091;3,41267574;10034
1995;18033;3;10;2875;;10101;271303;1406053,75;12,66963487;;5,18259566;3,743142936;2521
1996;18033;3;10;2875;;10164;287556;1432331,692;13,21031224;;4,981053056;3,967384106;76508
1997;18033;3;10;2875;;10438;293468;1499328,31;13,28573789;;5,109001014;4,048951435;5184
1998;18033;3;11;2985;;10217;331210;1731621,89;15,57051864;;5,228169107;4,569674393;5227
1999;18033;3;9;1801;;10548;280564;1448664,775;12,68801566;;5,163402202;3,870916115;15624
2000;18033;3;16;3325;1;14449;375971;1813558,358;11,8009923;;4,823665544;5,187237859;31058
2001;18033;2;13;2730;1;19626;576940;2744137,802;13,80026288;;4,756366003;7,959988962;4255
2002;18033;2;13;2730;1;19497;567257;2931741,35;13,65586865;1;5,168277077;7,826393488;4095
2003;18033;2;14;3094;1;20247;514880;2883461,63;11,98235228;;5,600259536;7,709400174;53833
2004;18033;2;13;2730;1;21514;565925;3255934,37;12,41908421;1;5,753296585;8,473707064;80616
2005;18033;2;14;3094;1;21566;456165;2666087,25;10,00104359;1;5,844567755;6,830248855;5131
2006;18033;2;13;2730;1;22539;500463;2937426,09;10,40881268;1;5,8694171;7,50702007;8101
2007;18033;2;14;3094;1;23323;469483;2710031,9;9,506527546;1;5,772374932;6,987497954;35580
2008;18033;2;13;2730;1;25658;485507;2782485,4;8,896455908;1;5,73109224;7,348261718;8667
2009;18033;2;13;2730;1;25692;517172;3209414,2;9,460300167;1;6,205699845;7,827518881;141398
2010;18033;2;13;2730;1;26387;542813;3445121,39;9,67664935;1;6,346792339;8,215601398;141398
2011;18033;2;13;2730;1;25465;552611;3546914,98;10,25664869;1;6,418466118;8,363896414;17538
2012;18033;2;13;2730;1;26100;515226;3265965;9,388940561;1;6,338897882;7,798065717;5862
2013;18033;2;13;2730;1;25904;474124;3034556,95;8,727815471;1;6,40034453;7,175977358;19182
2014;18033;2;13;2730;1;26156;502215;3250215,15;9,089956387;1;6,471760401;7,601141197;6695
2015;18033;2;13;2730;1;26082;493321;3330528,6;8,999220879;1;6,751240267;7,466528432;957
2016;18033;2;13;2730;1;26130;502444;3361526,08;9,139734189;1;6,690349731;7,604607165;6293
2017;18033;2;13;2730;1;26073;514695;3546112,28;9,389677785;1;6,889735241;7,790028908;7331
2018;18033;2;13;2730;1;25816;476786;3255999,91;8,804084713;1;6,829059389;7,216267349;21360
2019;18033;2;13;2730;1;25049;512226;3614446,56;9,739573747;1;7,05635122;7,752660017;4118
2020;18033;2;13;2620;1;13025;152136;1081792,05;5,825111124;1;7,110690764;2,302613855;4579
1960;29019;;15;13107;;;1854432;527415,669;;;0,284408201;13,62511021;8270
1961;29019;;15;13157;;;1768919;524234,6678;;;0,296358775;12,99681861;4040
1962;29019;;15;13157;;;1652473;545842,4866;;;0,330318551;12,14125228;2976
1963;29019;;14;12307;;;1503271;568451,1332;;;0,378142819;11,04501705;21712
1964;29019;;14;12330;;;1291347;552264,4015;;;0,427665377;9,487943044;1423
1965;29019;;14;11968;;;1153091;571320,2237;;;0,495468461;8,472131605;27362
1966;29019;;13;11220;;;1041492;571257,5672;;;0,548499237;6,761925167;5749
1967;29019;;9;8499;;;984219;577281,895;;;0,586538052;6,390078105;3093
1968;29019;;7;7607;;;929778;569806,5574;;;0,612841514;6,036617908;5733
1969;29019;;7;7607;;;917296;635299,5699;;;0,69257859;5,955578063;3071
1970;29019;;7;7399;;;906594;687155,1032;;;0,757952406;5,886094934;7699
1971;29019;;7;7399;;;911391;751345,2864;;;0,824394016;5,463123254;929
1972;29019;;9;7931;;;914911;835610,8708;;;0,913324761;5,484223083;35648
1973;29019;;9;7931;;;872284;958947,9188;;;1,09935287;5,228705358;25504
1974;29019;;9;7931;;;921337;1186598,054;;;1,287908826;5,522742258;16515
1975;29019;;9;8103;;;902343;1253150,893;;;1,388774438;5,408887104;391
1976;29019;;10;8203;;;855143;1353218,58;;;1,582447123;5,125957585;11413
1977;29019;;12;8368;;;797242;1410374,461;;;1,769066934;4,778883387;1699
1978;29019;;15;7840;;;900654;1747753,74;;;1,940538475;5,771203383;5540
1979;29019;;15;7840;;;947026;1984727,353;;;2,09574748;6,068345508;80616
1980;29019;;15;7840;;;938740;2123789,669;;;2,262383268;6,015250545;1951
1981;29019;;15;6910;;;966399;2500444,999;;;2,587383678;6,19248366;8245
1982;29019;;22;7891;;;1022541;2936257,102;;;2,871529946;6,552229912;19167
1983;29019;;29;7849;;;1147664;3660665,562;;;3,189666629;7,353992054;8056
1984;29019;;28;6894;;;1169954;3768236,18;;;3,220841315;7,496821735;9706
1985;29019;;28;6924;;;1101785;3747985,005;;;3,401739001;7,060008971;9706
1986;29019;;27;6824;;;1048836;4219603,12;;;4,023129565;7,088837222;13374
1987;29019;;27;6824;;;836394;3552357,371;;;4,24722962;5,65299143;4981
1988;29019;;25;6292;;;710217;3187524,255;;;4,488099067;4,800190597;12364
1989;29019;;26;5427;;;681836;3169290,005;;;4,648170536;4,608370056;52897
1990;29019;;25;4977;;;648077;3117099,04;;;4,809766494;4,380200871;22771
1991;29019;;24;4790;;;629841;3139809,576;;;4,985082864;4,256948012;5841
1992;29019;5;24;4790;;31205;646949;3257481,817;12,04829082;;5,035144682;4,372576982;40776
1993;29019;5;24;4790;;31621;741147;3741097,511;13,48624294;;5,047713221;5,009239233;42501
1994;29019;5;24;4790;;33076;737936;3587788,986;12,0039034;;4,861924322;4,987536835;1405
1995;29019;5;24;4790;;33061;709631;3716764,818;12,56176166;;5,237602104;4,742444899;26142
1996;29019;5;24;4790;1;31924;708152;3818493,743;12,90928507;;5,392195098;4,732560782;4321
1997;29019;5;24;4790;1;30310;753113;4002262,648;13,56874547;;5,314292342;5,033033936;31025
1998;29019;5;22;4750;1;27264;823821;4404923,493;16,16310785;;5,346942471;5,5055736;25652
1999;29019;5;22;4750;1;28096;682820;3656843,208;12,76935146;;5,355501022;4,563267707;8685
2000;29019;5;22;4750;1;27335;677761;3607721,543;13,06674332;;5,322999616;4,529458546;160649
2001;29019;5;22;4750;1;28034;743651;3972902,492;13,96624742;;5,342428763;4,969799644;160649
2002;29019;4;18;3878;1;25579;704754;3827194,5;14,77915692;2;5,430539593;4,709852039;11319
2003;29019;4;18;3878;1;25522;653974;3625230,82;13,51247371;2;5,543386771;4,627774829;1103
2004;29019;5;19;3896;1;27926;742476;4093679,22;14,99654008;2;5,513550903;5,254049464;6299
2005;29019;6;34;6273;2;41041;798499;4442483,62;10,78786796;1;5,563543123;5,65049004;13492
2006;29019;5;27;5433;2;46180;1029337;5718607,19;12,0907167;1;5,55562191;7,369462184;2301
2007;29019;6;28;5451;2;45085;971390;5651304,42;11,86803064;1;5,817750255;6,969064325;4919
2008;29019;6;32;6098;2;47773;1065580;6195470,39;12,16188531;1;5,814176683;7,657064018;10755
2009;29019;4;29;5464;2;47168;1116457;6526666,4;13,06043289;1;5,845873509;8,022656884;20662
2010;29019;4;29;5464;2;47271;1093758;6491619,86;12,74484489;1;5,935151889;7,859546;3739
2011;29019;4;30;5514;2;48389;1111675;6568798,83;12,62782596;1;5,90892017;7,988294302;4014
2012;29019;4;30;5514;2;51550;1087707;6599914,5;11,85198204;1;6,067731935;7,816064615;15992
2013;29019;4;30;5514;2;51232;1007747;5992896,56;11,05759656;1;5,946826495;7,241486602;9158
2014;29019;4;30;5514;2;50604;1091932;6534839,27;12,15010498;1;5,984657717;7,846424696;56478
2015;29019;4;30;5514;2;50302;1065304;6614299,6;11,9482212;1;6,208837665;7,655080733;4771
2016;29019;4;30;5514;2;49471;1045470;6578661,64;11,91800859;1;6,292539853;7,512557217;59572
2017;29019;4;30;5514;2;50397;1043152;6545454,44;11,68867433;1;6,274689058;7,495900491;18859
2018;29019;4;31;5556;2;44821;959863;6088683,75;12,49920729;1;6,343284146;6,89740089;5106
2019;29019;4;31;5556;2;54038;1059696;6863413,47;11,30659588;1;6,476775858;7,614782665;27517
2020;29019;4;31;4721;2;27221;321698;2079778,26;8,245702442;1;6,465002145;2,311663301;843
1960;19031;;5;3077;;;329039;108641,5725;;;0,330178406;8,19544696;7389
1961;19031;;5;3077;;;333285;110925,1064;;;0,332823579;8,301203019;7389
1962;19031;;5;3077;;;323049;115250,6948;;;0,356759175;8,046252709;2141
1963;19031;;4;2541;;;287393;117554,8092;;;0,409038526;7,158160851;25358
1964;19031;;4;2541;;;261270;113301,939;;;0,433658434;6,507509527;10699
1965;19031;;4;2560;;;238771;116203,9585;;;0,486675344;5,947121971;8948
1966;19031;;4;2560;;;209005;112074,8769;;;0,536230601;4,491833226;2462
1967;19031;;4;2610;;;204239;122538,825;;;0,5999776;4,389404685;11285
1968;19031;;4;2610;;;202753;121190,1085;;;0,597722887;4,3574683;22964
1969;19031;;4;2610;;;185011;120131,3501;;;0,649320041;3,976165914;20771
1970;19031;;4;2610;;;219614;144305,953;;;0,657089043;4,719836665;44415
1971;19031;;4;2610;;;203708;142448,0568;;;0,699275712;3,930462298;232741
1972;19031;;4;2610;;;209437;163452,0251;;;0,780435286;4,041001003;14437
1973;19031;;4;2610;;;195798;164988,4063;;;0,842646024;3,777842093;18410
1974;19031;;4;2610;;;207418;194664,1319;;;0,938511276;4,002045227;19020
1975;19031;;4;2610;;;204784;222195,6622;;;1,085024524;3,951223277;513275
1976;19031;;4;2610;;;192820;234480,1565;;;1,216057237;3,720382805;513275
1977;19031;;4;2610;;;180995;234916,7705;;;1,297918564;3,49222428;513275
1978;19031;;6;2509;;;208119;310283,6009;;;1,490895117;4,040282658;3685
1979;19031;;6;2509;;;279842;508812,0105;;;1,818211743;5,432664868;54915
1980;19031;;8;2414;;;260138;526018,1689;;;2,022073549;5,050144629;143325
1981;19031;;7;1795;;;322424;778489,1388;;;2,414488806;6,259323251;1247
1982;19031;;8;1933;;;332026;898575,059;;;2,70633944;6,445730038;39298
1983;19031;;8;1933;;;324446;922535,4711;;;2,843417614;6,298577003;5662
1984;19031;;8;1933;;;313236;926957,8646;;;2,959295434;6,080953583;10023
1985;19031;;8;1933;;;264910;826768,8278;;;3,120942312;5,142785036;861635
1986;19031;;8;1933;;;254244;959291,3865;;;3,773113177;5,108891791;861635
1987;19031;;8;1933;;;184761;812044,0258;;;4,395105167;3,712669547;861635
1988;19031;;8;1933;;;148330;696699,2196;;;4,696954221;2,980608862;861635
1989;19031;;8;1933;;;131585;652551,9279;;;4,959166531;2,644127399;13016
1990;19031;;7;1657;;;149279;746443,9285;;;5,000327765;2,999678489;10063
1991;19031;;7;1657;;;145567;660634,7672;;;4,538355309;2,925087913;11641
1992;19031;3;7;1675;;6926;138205;715432,414;8,336072718;;5,176602974;2,777152617;117492
1993;19031;3;7;1675;;7218;164532;859127,8087;9,670968872;;5,22164569;3,306179041;3162
1994;19031;3;7;1675;;7464;152521;770461,0211;8,57245311;;5,051507799;3,064824676;3180
1995;19031;3;7;1675;;8142;185050;948655,0185;9,54554341;;5,12647943;3,765694634;12581
1996;19031;3;7;1675;;8293;189334;926566,9853;9,495657006;;4,89382248;3,852872347;6135
1997;19031;3;7;1675;;8662;208713;1027596,931;10,01254008;;4,923492695;4,247227366;13360
1998;19031;3;7;1675;;8762;242289;1235032,632;11,62952218;;5,097353292;4,930485745;59982
1999;19031;3;7;1675;;8791;201230;1005747,48;9,53548905;;4,997999704;4,094951263;15526
2000;19031;3;7;1675;;8373;198858;976610,3571;9,960131027;;4,911094133;4,046681997;18772
2001;19031;2;10;1734;1;11569;301156;1435809,359;14,33682952;;4,767659816;6,128406015;18356
2002;19031;3;13;2320;1;16045;353479;1729151,19;12,85566576;1;4,891807406;7,193158462;3643
2003;19031;2;12;2090;1;17729;350472;1776101,5;11,5065228;;5,067741503;7,11892913;277639
2004;19031;2;12;2090;1;18983;385409;1991037,72;11,90191495;1;5,166038468;7,828583616;2863
2005;19031;2;12;2090;1;19181;324321;1725442,48;9,884454159;1;5,320168845;6,587739432;106691
2006;19031;2;12;2090;1;19972;357607;1969803,46;10,38595739;1;5,508291113;7,542701061;477
2007;19031;2;12;2090;1;20493;342206;1897087,63;9,697075145;1;5,543700666;7,313031585;5582
2008;19031;2;12;2090;1;21892;354808;1989705,93;9,386921889;1;5,607838408;7,493463431;3929
2009;19031;2;12;2090;1;22355;372605;2295754,9;9,675732285;1;6,161363642;7,869331982;9510
2010;19031;2;12;2090;1;22449;400496;2539577,75;10,32574772;1;6,341081434;8,458383493;19697
2011;19031;2;12;2090;1;22112;419561;2737033;10,99088243;1;6,523563916;8,861031912;110370
2012;19031;2;12;2090;1;22503;389976;2508309,35;10,12171462;1;6,431958249;8,23620351;2730
2013;19031;2;12;2090;1;22454;354269;2273188,3;9,234999828;1;6,416560015;7,482079875;105162
2014;19031;2;12;2090;1;22837;398061;2574210,25;10,12230859;1;6,466873796;8,406956852;105162
2015;19031;2;12;2090;1;22202;397208;2671245,75;10,47649417;1;6,725055261;8,388941688;105162
2016;19031;2;12;2090;1;21986;385697;2567724,46;10,29496354;1;6,657361763;8,145832013;303382
2017;19031;2;12;2091;1;22665;375447;2636998,91;9,667033748;1;7,023624932;7,929354369;303382
2018;19031;2;12;2091;1;22622;367235;2563112,47;9,456335695;1;6,979488529;7,755918816;4728
2019;19031;2;12;2091;1;22138;378571;2641703,44;10,07065695;1;6,978092458;7,995332531;21165
2020;19031;2;12;2091;1;11654;113771;780846,14;5,676487464;1;6,863314377;2,402817377;1980
1960;14118;;9;6906;;;1081694;351198,4779;;;0,324674518;11,79343655;8539
1961;14118;;9;6912;;;1040270;343141,09;;;0,32985772;11,34180113;9743
1962;14118;;9;6877;;;1027835;392094,4513;;;0,381476065;11,20622547;2330
1963;14118;;9;6877;;;1006138;402354,4226;;;0,399899837;10,96966856;4357
1964;14118;;9;6877;;;984075;398501,7311;;;0,404950569;10,72912124;3384
1965;14118;;9;6928;;;994796;427316,1198;;;0,429551506;10,84600959;9177
1966;14118;;8;5938;;;969117;458955,8462;;;0,473581462;8,789220221;9201
1967;14118;;8;6184;;;924964;469675,7562;;;0,507777336;8,38878308;5457
1968;14118;;7;5133;;;926279;496669,7512;;;0,536198868;8,40070922;21387
1969;14118;;7;5133;;;876058;520608,9728;;;0,594263134;7,94523952;866
1970;14118;;8;5193;;;922536;565597,4401;;;0,613089831;8,366762801;29829
1971;14118;;8;5185;;;916942;654363,472;;;0,71363671;7,664175861;7652
1972;14118;;8;4876;;;939016;771295,527;;;0,821386991;7,848679371;7288
1973;14118;;9;5253;;;907510;861783,4706;;;0,949613195;7,585339351;8156
1974;14118;;9;5169;;;899584;995799,8771;;;1,106955968;7,519090605;1487
1975;14118;;9;5160;;;883496;1043052,822;;;1,180597107;7,384620528;1006
1976;14118;;10;5327;;;868962;1168112,087;;;1,344261414;7,263139418;3598
1977;14118;;10;5429;;;708334;1072185,219;;;1,513671826;5,920544968;6628
1978;14118;;10;5329;;;671006;1097808,088;;;1,636062998;5,882508679;3471
1979;14118;;15;5803;;;560766;997710,5207;;;1,779192249;4,916067609;37093
1980;14118;;15;5793;;;828844;1655704,261;;;1,99760662;7,266227163;38370
